XtEHRMetadata
=========================================

Generic: line 0, col 0, Warning - The HTML fragment 'ip-statements.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - An HTML fragment from the set [dependency-table.xhtml, dependency-table-short.xhtml, dependency-table-nontech.xhtml] is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - The HTML fragment 'globals-table.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 5692, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 5807, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 5918, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6031, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6140, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6253, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6364, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6476, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6589, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6696, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6806, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 6916, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 7033, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 7142, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.xt-ehr.metadata.json: line 1, col 7820, Info - Reference to experimental CodeSystem http://hl7.org/fhir/guide-parameter-code|5.0.0 (BUSINESSRULE)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 37287, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 43356, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 44195, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 44609, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 45718, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 46476, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 46896, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 48056, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 48910, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 49615, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 49963, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 50834, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 51474, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDataSet.json: line 1, col 51826, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDocument.json: line 1, col 43677, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDocument.json: line 1, col 49756, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDocument.json: line 1, col 50599, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDocument.json: line 1, col 51015, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDocument.json: line 1, col 52132, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDocument.json: line 1, col 52894, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSDocument.json: line 1, col 53316, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
/work/fsh-generated/resources/StructureDefinition-EHDSHealthProfessional.json: line 1, col 27377, Warning - A code with no system has no defined meaning, and it cannot be validated. A system should be provided (CODEINVALID)
